1259592900.3678	0	LGHT	0x334	820	NO	0	0
1259592900.3678	0	LGHT	0x336	822	NO	0	0
1259592900.3678	0	LGHT	0x337	823	NO	0	0
1259592900.3678	0	LGHT	0x335	821	NO	0	0
1259592900.3678	0	LGHT	0x334	820	NO	0	0
1259592900.3678	0	LGHT	0x336	822	NO	0	0
1259592900.3678	0	LGHT	0x337	823	NO	0	0
1259592900.3678	0	LGHT	0x336	822	NO	0	0
1259592900.3678	0	LGHT	0x334	820	NO	0	0
1259592900.3678	0	LGHT	0x335	821	NO	0	0
1259592900.3678	0	LGHT	0x337	823	NO	0	0
1259592900.3678	0	LGHT	0x336	822	NO	0	0
1259592903.0366	0	LGHT	0x334	820	NO	0	0
1259592903.0366	0	LGHT	0x335	821	NO	0	0
1259592903.0366	0	LGHT	0x337	823	NO	0	0
1259593151.2173	0	LGHT	0x336	822	NO	0	0
1259593151.2173	0	LGHT	0x335	821	NO	0	0
1259593151.2173	0	LGHT	0x334	820	NO	0	0
1259593151.8598	0	LGHT	0x335	821	NO	0	0
1259593151.8598	0	LGHT	0x336	822	NO	0	0
1259593151.8598	0	LGHT	0x335	821	NO	0	0
1259593151.8598	0	LGHT	0x334	820	NO	0	0
1259593151.8598	0	LGHT	0x335	821	NO	0	0
1259593151.8598	0	LGHT	0x336	822	NO	0	0
1259593151.8598	0	LGHT	0x336	822	NO	0	0
1259593151.8598	0	LGHT	0x334	820	NO	0	0
1259593152.5229	0	LGHT	0x334	820	NO	0	0
1259593152.5229	0	LGHT	0x336	822	NO	0	0
1259593152.5229	0	LGHT	0x336	822	NO	0	0
1259593152.5229	0	LGHT	0x334	820	NO	0	0
1259593152.5229	0	LGHT	0x334	820	NO	0	0
1259593152.5229	0	LGHT	0x336	822	NO	0	0
1259593153.1618	0	LGHT	0x336	822	NO	0	0
1259593153.1618	0	LGHT	0x335	821	NO	0	0
1259593153.1618	0	LGHT	0x334	820	NO	0	0
1259593153.1618	0	LGHT	0x335	821	NO	0	0
1259593153.1618	0	LGHT	0x337	823	NO	0	0
1259593153.1618	0	LGHT	0x335	821	NO	0	0
1259593153.1618	0	LGHT	0x334	820	NO	0	0
1259593155.4033	0	LGHT	0x335	821	NO	0	0
1259593155.4033	0	LGHT	0x337	823	NO	0	0
1259593155.4033	0	LGHT	0x335	821	NO	0	0
1259593155.4033	0	LGHT	0x334	820	NO	0	0
1259593155.4033	0	LGHT	0x335	821	NO	0	0
1259593155.4033	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x334	820	NO	0	0
1259593156.0559	0	LGHT	0x334	820	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x334	820	NO	0	0
1259593156.0559	0	LGHT	0x334	820	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x335	821	NO	0	0
1259593156.0559	0	LGHT	0x334	820	NO	0	0
1259593156.0559	0	LGHT	0x335	821	NO	0	0
1259593156.0559	0	LGHT	0x337	823	NO	0	0
1259593156.0559	0	LGHT	0x335	821	NO	0	0
1259593156.0559	0	LGHT	0x334	820	NO	0	0
1259593156.0559	0	LGHT	0x335	821	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x334	820	NO	0	0
1259593156.0559	0	LGHT	0x335	821	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593156.0559	0	LGHT	0x336	822	NO	0	0
1259593181.7172	0	LGHT	0x334	820	NO	0	0
1259593181.7172	0	LGHT	0x335	821	NO	0	0
1259593182.3523	0	LGHT	0x337	823	NO	0	0
1259593182.3523	0	LGHT	0x336	822	NO	0	0
1259593182.3523	0	LGHT	0x334	820	NO	0	0
1259593182.3523	0	LGHT	0x334	820	NO	0	0
1259593182.3523	0	LGHT	0x336	822	NO	0	0
1259593182.3523	0	LGHT	0x336	822	NO	0	0
1259593182.3523	0	LGHT	0x335	821	NO	0	0
1259593182.3523	0	LGHT	0x334	820	NO	0	0
1259593182.3523	0	LGHT	0x336	822	NO	0	0
1259593182.9223	0	LGHT	0x336	822	NO	0	0
1259593182.9223	0	LGHT	0x335	821	NO	0	0
1259593182.9223	0	LGHT	0x334	820	NO	0	0
1259593182.9223	0	LGHT	0x335	821	NO	0	0
1259593182.9223	0	LGHT	0x337	823	NO	0	0
1259593182.9223	0	LGHT	0x336	822	NO	0	0
1259593182.9223	0	LGHT	0x334	820	NO	0	0
1259593183.4488	0	LGHT	0x335	821	NO	0	0
1259593183.4488	0	LGHT	0x337	823	NO	0	0
1259593183.4488	0	LGHT	0x336	822	NO	0	0
1259593183.4488	0	LGHT	0x334	820	NO	0	0
1259593183.4488	0	LGHT	0x334	820	NO	0	0
1259593183.9974	0	LGHT	0x336	822	NO	0	0
1259593183.9974	0	LGHT	0x336	822	NO	0	0
1259593183.9974	0	LGHT	0x335	821	NO	0	0
1259593183.9974	0	LGHT	0x334	820	NO	0	0
1259593183.9974	0	LGHT	0x335	821	NO	0	0
1259593184.5196	0	LGHT	0x336	822	NO	0	0
1259593184.5196	0	LGHT	0x336	822	NO	0	0
1259593184.5196	0	LGHT	0x334	820	NO	0	0
1259593184.5196	0	LGHT	0x335	821	NO	0	0
1259593184.5196	0	LGHT	0x336	822	NO	0	0
1259593184.5196	0	LGHT	0x336	822	NO	0	0
1259593185.0323	0	LGHT	0x334	820	NO	0	0
1259593185.0323	0	LGHT	0x335	821	NO	0	0
1259593185.0323	0	LGHT	0x336	822	NO	0	0
1259593185.0323	0	LGHT	0x336	822	NO	0	0
1259593185.0323	0	LGHT	0x335	821	NO	0	0
1259593198.1359	0	LGHT	0x334	820	NO	0	0
1259593198.1359	0	LGHT	0x334	820	NO	0	0
1259593198.1359	0	LGHT	0x336	822	NO	0	0
1259593199.0901	0	LGHT	0x336	822	NO	0	0
1259593199.0901	0	LGHT	0x335	821	NO	0	0
1259593199.0901	0	LGHT	0x334	820	NO	0	0
1259593199.0901	0	LGHT	0x335	821	NO	0	0
1259593199.0901	0	LGHT	0x336	822	NO	0	0
1259593199.0901	0	LGHT	0x335	821	NO	0	0
1259593199.0901	0	LGHT	0x334	820	NO	0	0
1259593199.6963	0	LGHT	0x334	820	NO	0	0
1259593199.6963	0	LGHT	0x336	822	NO	0	0
1259593199.6963	0	LGHT	0x336	822	NO	0	0
1259593199.6963	0	LGHT	0x334	820	NO	0	0
1259593199.6963	0	LGHT	0x334	820	NO	0	0
1259593199.6963	0	LGHT	0x336	822	NO	0	0
1259593199.6963	0	LGHT	0x336	822	NO	0	0
1259593199.6963	0	LGHT	0x335	821	NO	0	0
1259593199.6963	0	LGHT	0x334	820	NO	0	0
1259593199.6963	0	LGHT	0x335	821	NO	0	0
1259593200.3166	0	LGHT	0x337	823	NO	0	0
1259593200.3166	0	LGHT	0x335	821	NO	0	0
1259593200.3166	0	LGHT	0x334	820	NO	0	0
1259593200.3166	0	LGHT	0x335	821	NO	0	0
1259593200.3166	0	LGHT	0x337	823	NO	0	0
1259593200.3166	0	LGHT	0x335	821	NO	0	0
1259593200.8881	0	LGHT	0x334	820	NO	0	0
1259593200.8881	0	LGHT	0x335	821	NO	0	0
1259593200.8881	0	LGHT	0x336	822	NO	0	0
1259593200.8881	0	LGHT	0x336	822	NO	0	0
1259593200.8881	0	LGHT	0x334	820	NO	0	0
1259593200.8881	0	LGHT	0x334	820	NO	0	0
1259593201.6876	0	LGHT	0x336	822	NO	0	0
1259593201.6876	0	LGHT	0x336	822	NO	0	0
1259593201.6876	0	LGHT	0x335	821	NO	0	0
1259593201.6876	0	LGHT	0x334	820	NO	0	0
1259593201.6876	0	LGHT	0x335	821	NO	0	0
1259593257.0079	0	LGHT	0x335	821	NO	0	0
1259593257.0079	0	LGHT	0x336	822	NO	0	0
1259593257.0079	0	LGHT	0x337	823	NO	0	0
1259593258.4122	0	LGHT	0x335	821	NO	0	0
1259593258.4122	0	LGHT	0x334	820	NO	0	0
1259593258.4122	0	LGHT	0x335	821	NO	0	0
1259593258.4122	0	LGHT	0x337	823	NO	0	0
1259593258.4122	0	LGHT	0x336	822	NO	0	0
1259593258.4122	0	LGHT	0x334	820	NO	0	0
1259593258.4122	0	LGHT	0x335	821	NO	0	0
1259593258.4122	0	LGHT	0x336	822	NO	0	0
1259593258.4122	0	LGHT	0x336	822	NO	0	0
1259593258.4122	0	LGHT	0x335	821	NO	0	0
1259593258.4122	0	LGHT	0x334	820	NO	0	0
1259593258.4122	0	LGHT	0x336	822	NO	0	0
1259593258.4122	0	LGHT	0x337	823	NO	0	0
1259593258.4122	0	LGHT	0x336	822	NO	0	0
1259593258.4122	0	LGHT	0x334	820	NO	0	0
1259593258.9386	0	LGHT	0x335	821	NO	0	0
1259593258.9386	0	LGHT	0x337	823	NO	0	0
1259593258.9386	0	LGHT	0x336	822	NO	0	0
1259593258.9386	0	LGHT	0x334	820	NO	0	0
1259593258.9386	0	LGHT	0x334	820	NO	0	0
1259593259.4531	0	LGHT	0x336	822	NO	0	0
1259593259.4531	0	LGHT	0x337	823	NO	0	0
1259593259.4531	0	LGHT	0x335	821	NO	0	0
1259593259.4531	0	LGHT	0x334	820	NO	0	0
1259593259.4531	0	LGHT	0x335	821	NO	0	0
1259593260.0102	0	LGHT	0x337	823	NO	0	0
1259593260.0102	0	LGHT	0x336	822	NO	0	0
1259593260.0102	0	LGHT	0x334	820	NO	0	0
1259593260.0102	0	LGHT	0x335	821	NO	0	0
1259593260.0102	0	LGHT	0x336	822	NO	0	0
1259593260.583	0	LGHT	0x337	823	NO	0	0
1259593260.583	0	LGHT	0x335	821	NO	0	0
1259593260.583	0	LGHT	0x334	820	NO	0	0
1259593260.583	0	LGHT	0x336	822	NO	0	0
1259593260.583	0	LGHT	0x336	822	NO	0	0
1259593260.583	0	LGHT	0x336	822	NO	0	0
1259593261.16	0	LGHT	0x334	820	NO	0	0
1259593261.16	0	LGHT	0x335	821	NO	0	0
